issue_number,fix_commit_sha,changed_file,parent_commit_sha,note
46136.0,89140c83531ccdcc0e8da58a3fa2b487cdaadb2b,public/app/plugins/panel/graph/data_processor.ts,a8b90d9a2524765c49923c48a7fcf0025c85b733,SZZ-lite file-level parent mapping only
46116.0,fa7323e6d5be4733481c9c99caa4120da5f5f3be,pkg/services/provisioning/plugins/plugin_provisioner.go,b54b438a2430e10c5679d8d696b4c6129fe037f7,SZZ-lite file-level parent mapping only
46116.0,fa7323e6d5be4733481c9c99caa4120da5f5f3be,pkg/services/provisioning/plugins/plugin_provisioner_test.go,b54b438a2430e10c5679d8d696b4c6129fe037f7,SZZ-lite file-level parent mapping only
46116.0,fa7323e6d5be4733481c9c99caa4120da5f5f3be,pkg/services/provisioning/provisioning.go,b54b438a2430e10c5679d8d696b4c6129fe037f7,SZZ-lite file-level parent mapping only
45986.0,cb1649e9b8ceddb89e71e6ef096983181a27a50b,docs/sources/visualizations/node-graph.md,3b487c2661175f7cecab5dd10255978d76a82166,SZZ-lite file-level parent mapping only
45986.0,cb1649e9b8ceddb89e71e6ef096983181a27a50b,public/app/plugins/panel/nodeGraph/utils.ts,3b487c2661175f7cecab5dd10255978d76a82166,SZZ-lite file-level parent mapping only
46110.0,0ee552dd652e19da137c896db7e57e9c94e02cae,packages/grafana-data/src/transformations/transformers/labelsToFields.ts,1bf605fa833dc6457a95acadf5b49108dcb419e9,SZZ-lite file-level parent mapping only
46110.0,0ee552dd652e19da137c896db7e57e9c94e02cae,public/app/features/dashboard/state/DashboardModel.ts,1bf605fa833dc6457a95acadf5b49108dcb419e9,SZZ-lite file-level parent mapping only
46110.0,0ee552dd652e19da137c896db7e57e9c94e02cae,public/app/plugins/panel/heatmap-new/module.tsx,1bf605fa833dc6457a95acadf5b49108dcb419e9,SZZ-lite file-level parent mapping only
46325.0,cab509fbe8bbb2a76886971e389d7cd65ccee0bd,pkg/expr/nodes.go,3d5ebba0c267c358c1321d3d93aed299f1a73103,SZZ-lite file-level parent mapping only
46531.0,00f67cad1be728a7d6107c8b963ecbad971c5fbc,public/app/features/explore/AddToDashboard/AddToDashboardModal.test.tsx,bd21355f87e0be6493813e1a7c8fc8e91f1090b0,SZZ-lite file-level parent mapping only
46531.0,00f67cad1be728a7d6107c8b963ecbad971c5fbc,public/app/features/explore/AddToDashboard/AddToDashboardModal.tsx,bd21355f87e0be6493813e1a7c8fc8e91f1090b0,SZZ-lite file-level parent mapping only
46531.0,00f67cad1be728a7d6107c8b963ecbad971c5fbc,public/app/features/explore/AddToDashboard/addToDashboard.ts,bd21355f87e0be6493813e1a7c8fc8e91f1090b0,SZZ-lite file-level parent mapping only
46531.0,00f67cad1be728a7d6107c8b963ecbad971c5fbc,public/app/features/explore/AddToDashboard/index.test.tsx,bd21355f87e0be6493813e1a7c8fc8e91f1090b0,SZZ-lite file-level parent mapping only
46531.0,00f67cad1be728a7d6107c8b963ecbad971c5fbc,public/app/features/explore/AddToDashboard/index.tsx,bd21355f87e0be6493813e1a7c8fc8e91f1090b0,SZZ-lite file-level parent mapping only
