tag_name,release_name,published_at,target_commitish,html_url,draft,prerelease
v11.2.4,11.2.4,2024-11-19 17:04:44+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.2.4,False,False
v11.3.1,11.3.1,2024-11-19 18:36:51+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.3.1,False,False
v10.4.14,10.4.14,2024-12-04 16:54:49+00:00,main,https://github.com/grafana/grafana/releases/tag/v10.4.14,False,False
v11.0.9,11.0.9,2024-12-04 18:20:46+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.0.9,False,False
v11.1.10,11.1.10,2024-12-04 18:56:44+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.1.10,False,False
v11.2.5,11.2.5,2024-12-04 19:37:37+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.2.5,False,False
v11.3.2,11.3.2,2024-12-04 20:50:34+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.3.2,False,False
v11.4.0,11.4.0,2024-12-05 19:24:34+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.4.0,False,False
v11.4.1,11.4.1,2025-01-28 15:43:19+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.4.1,False,False
v11.2.6,11.2.6,2025-01-28 17:01:00+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.2.6,False,False
v11.3.3,11.3.3,2025-01-28 17:18:17+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.3.3,False,False
v11.1.11,11.1.11,2025-01-28 17:37:49+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.1.11,False,False
v10.4.15,10.4.15,2025-01-28 18:18:40+00:00,main,https://github.com/grafana/grafana/releases/tag/v10.4.15,False,False
v11.5.0,11.5.0,2025-01-28 18:40:22+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.5.0,False,False
v11.0.10,11.0.10,2025-01-28 18:43:15+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.0.10,False,False
v11.5.1,11.5.1,2025-02-03 13:23:31+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.5.1,False,False
v11.2.7,11.2.7,2025-02-19 00:03:47+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.2.7,False,False
v11.3.4,11.3.4,2025-02-19 00:12:00+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.3.4,False,False
v11.4.2,11.4.2,2025-02-19 00:12:12+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.4.2,False,False
v11.5.2,11.5.2,2025-02-19 00:12:27+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.5.2,False,False
v10.4.17,10.4.17,2025-03-25 20:24:11+00:00,main,https://github.com/grafana/grafana/releases/tag/v10.4.17,False,False
v11.1.13,11.1.13,2025-03-25 20:27:03+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.1.13,False,False
v11.2.8,11.2.8,2025-03-25 20:31:39+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.2.8,False,False
v11.4.3,11.4.3,2025-03-25 20:32:03+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.4.3,False,False
v11.3.5,11.3.5,2025-03-25 20:32:05+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.3.5,False,False
v11.5.3,11.5.3,2025-03-25 20:32:06+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.5.3,False,False
v11.6.0,11.6.0,2025-03-25 22:10:15+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.6.0,False,False
v10.4.17+security-01,10.4.17+security-01,2025-04-22 20:58:23+00:00,main,https://github.com/grafana/grafana/releases/tag/v10.4.17%2Bsecurity-01,False,False
v11.2.8+security-01,11.2.8+security-01,2025-04-22 21:00:14+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.2.8%2Bsecurity-01,False,False
v11.3.5+security-01,11.3.5+security-01,2025-04-22 21:02:48+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.3.5%2Bsecurity-01,False,False
v11.4.3+security-01,11.4.3+security-01,2025-04-22 21:05:30+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.4.3%2Bsecurity-01,False,False
v11.5.3+security-01,11.5.3+security-01,2025-04-22 21:07:37+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.5.3%2Bsecurity-01,False,False
v11.6.0+security-01,11.6.0+security-01,2025-04-22 21:16:03+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.6.0%2Bsecurity-01,False,False
v10.4.18,10.4.18,2025-04-22 22:00:40+00:00,main,https://github.com/grafana/grafana/releases/tag/v10.4.18,False,False
v11.2.9,11.2.9,2025-04-22 23:28:16+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.2.9,False,False
v11.3.6,11.3.6,2025-04-23 00:18:05+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.3.6,False,False
v11.4.4,11.4.4,2025-04-23 14:49:51+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.4.4,False,False
v11.5.4,11.5.4,2025-04-23 16:09:07+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.5.4,False,False
v11.6.1,11.6.1,2025-04-23 17:04:02+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.6.1,False,False
v12.0.0,12.0.0,2025-05-05 18:28:19+00:00,main,https://github.com/grafana/grafana/releases/tag/v12.0.0,False,False
v10.4.19,10.4.19,2025-05-22 19:20:31+00:00,main,https://github.com/grafana/grafana/releases/tag/v10.4.19,False,False
v12.0.1,12.0.1,2025-05-22 22:05:57+00:00,main,https://github.com/grafana/grafana/releases/tag/v12.0.1,False,False
v11.3.7,11.3.7,2025-05-22 22:10:38+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.3.7,False,False
v11.5.5,11.5.5,2025-05-22 22:16:31+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.5.5,False,False
v11.6.2,11.6.2,2025-05-22 22:28:40+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.6.2,False,False
v11.4.5,11.4.5,2025-05-22 23:49:07+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.4.5,False,False
v11.2.10,11.2.10,2025-05-22 23:50:45+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.2.10,False,False
v10.4.19+security-01,10.4.19+security-01,2025-06-12 14:29:40+00:00,main,https://github.com/grafana/grafana/releases/tag/v10.4.19%2Bsecurity-01,False,False
v11.2.10+security-01,11.2.10+security-01,2025-06-12 15:05:02+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.2.10%2Bsecurity-01,False,False
v11.3.7+security-01,11.3.7+security-01,2025-06-12 17:05:16+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.3.7%2Bsecurity-01,False,False
v11.5.5+security-01,11.5.5+security-01,2025-06-13 04:11:29+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.5.5%2Bsecurity-01,False,False
v11.6.2+security-01,11.6.2+security-01,2025-06-13 04:12:24+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.6.2%2Bsecurity-01,False,False
v11.4.5+security-01,11.4.5+security-01,2025-06-13 04:12:48+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.4.5%2Bsecurity-01,False,False
v12.0.1+security-01,12.0.1+security-01,2025-06-13 04:15:18+00:00,main,https://github.com/grafana/grafana/releases/tag/v12.0.1%2Bsecurity-01,False,False
v11.3.8,11.3.8,2025-06-17 19:56:35+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.3.8,False,False
v11.4.6,11.4.6,2025-06-17 20:54:31+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.4.6,False,False
v12.0.2,12.0.2,2025-06-17 21:41:45+00:00,main,https://github.com/grafana/grafana/releases/tag/v12.0.2,False,False
v11.6.3,11.6.3,2025-06-17 21:58:59+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.6.3,False,False
v11.5.6,11.5.6,2025-06-17 22:00:40+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.5.6,False,False
v11.3.8+security-01,11.3.8+security-01,2025-07-17 15:57:38+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.3.8%2Bsecurity-01,False,False
v11.4.6+security-01,11.4.6+security-01,2025-07-17 16:02:34+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.4.6%2Bsecurity-01,False,False
v11.5.6+security-01,11.5.6+security-01,2025-07-17 17:08:22+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.5.6%2Bsecurity-01,False,False
v11.6.3+security-01,11.6.3+security-01,2025-07-17 19:13:14+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.6.3%2Bsecurity-01,False,False
v12.0.2+security-01,12.0.2+security-01,2025-07-17 19:13:19+00:00,main,https://github.com/grafana/grafana/releases/tag/v12.0.2%2Bsecurity-01,False,False
v11.3.9,11.3.9,2025-07-23 15:28:01+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.3.9,False,False
v11.4.7,11.4.7,2025-07-23 16:09:16+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.4.7,False,False
v11.5.7,11.5.7,2025-07-23 16:26:24+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.5.7,False,False
v11.6.4,11.6.4,2025-07-23 18:11:17+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.6.4,False,False
v12.0.3,12.0.3,2025-07-23 19:35:26+00:00,main,https://github.com/grafana/grafana/releases/tag/v12.0.3,False,False
v12.1.0,12.1.0,2025-07-23 19:35:52+00:00,main,https://github.com/grafana/grafana/releases/tag/v12.1.0,False,False
v11.4.8,11.4.8,2025-08-12 18:36:25+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.4.8,False,False
v11.5.8,11.5.8,2025-08-12 22:32:48+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.5.8,False,False
v11.6.5,11.6.5,2025-08-13 02:42:37+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.6.5,False,False
v12.0.4,12.0.4,2025-08-13 15:18:19+00:00,main,https://github.com/grafana/grafana/releases/tag/v12.0.4,False,False
v12.1.1,12.1.1,2025-08-13 17:54:07+00:00,main,https://github.com/grafana/grafana/releases/tag/v12.1.1,False,False
v11.5.9,11.5.9,2025-09-23 21:25:46+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.5.9,False,False
v11.6.6,11.6.6,2025-09-23 22:21:16+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.6.6,False,False
v12.0.5,12.0.5,2025-09-23 22:34:54+00:00,main,https://github.com/grafana/grafana/releases/tag/v12.0.5,False,False
v12.1.2,12.1.2,2025-09-23 22:49:48+00:00,main,https://github.com/grafana/grafana/releases/tag/v12.1.2,False,False
v12.2.0,12.2.0,2025-09-23 23:47:02+00:00,main,https://github.com/grafana/grafana/releases/tag/v12.2.0,False,False
v11.5.10,11.5.10,2025-10-21 12:08:30+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.5.10,False,False
v11.6.7,11.6.7,2025-10-21 13:05:06+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.6.7,False,False
v12.0.6,12.0.6,2025-10-21 13:23:02+00:00,main,https://github.com/grafana/grafana/releases/tag/v12.0.6,False,False
v12.1.3,12.1.3,2025-10-21 14:17:46+00:00,main,https://github.com/grafana/grafana/releases/tag/v12.1.3,False,False
v12.2.1,12.2.1,2025-10-21 14:40:19+00:00,main,https://github.com/grafana/grafana/releases/tag/v12.2.1,False,False
v12.2.1+security-01,12.2.1+security-01,2025-11-19 14:34:56+00:00,main,https://github.com/grafana/grafana/releases/tag/v12.2.1%2Bsecurity-01,False,False
v12.1.3+security-01,12.1.3+security-01,2025-11-19 14:43:13+00:00,main,https://github.com/grafana/grafana/releases/tag/v12.1.3%2Bsecurity-01,False,False
v12.0.6+security-01,12.0.6+security-01,2025-11-19 14:45:59+00:00,main,https://github.com/grafana/grafana/releases/tag/v12.0.6%2Bsecurity-01,False,False
v12.1.4,12.1.4,2025-11-19 14:46:24+00:00,main,https://github.com/grafana/grafana/releases/tag/v12.1.4,False,False
v12.2.2,12.2.2,2025-11-19 14:47:30+00:00,main,https://github.com/grafana/grafana/releases/tag/v12.2.2,False,False
v11.6.8,11.6.8,2025-11-19 15:00:44+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.6.8,False,False
v12.0.7,12.0.7,2025-11-19 15:00:50+00:00,main,https://github.com/grafana/grafana/releases/tag/v12.0.7,False,False
v12.3.0,12.3.0,2025-11-19 15:15:43+00:00,main,https://github.com/grafana/grafana/releases/tag/v12.3.0,False,False
v11.6.9,11.6.9,2025-12-16 18:22:28+00:00,main,https://github.com/grafana/grafana/releases/tag/v11.6.9,False,False
v12.0.8,12.0.8,2025-12-16 18:56:29+00:00,main,https://github.com/grafana/grafana/releases/tag/v12.0.8,False,False
v12.1.5,12.1.5,2025-12-16 19:17:01+00:00,main,https://github.com/grafana/grafana/releases/tag/v12.1.5,False,False
v12.2.3,12.2.3,2025-12-16 20:23:56+00:00,main,https://github.com/grafana/grafana/releases/tag/v12.2.3,False,False
v12.3.1,12.3.1,2025-12-16 21:58:21+00:00,main,https://github.com/grafana/grafana/releases/tag/v12.3.1,False,False
