repository_slug,repository_name,repository_full_name,period,metric_name,metric_value,metric_note
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2022-11,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2022-12,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2023-02,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2023-03,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2023-04,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2023-05,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2023-06,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2023-07,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2023-08,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2023-09,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2023-10,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2023-11,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2023-12,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2024-01,adapted_bugfix_deployment_rate,0.6666666666666666,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2024-02,adapted_bugfix_deployment_rate,0.6666666666666666,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2024-03,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2024-04,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2024-05,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2024-06,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2024-07,adapted_bugfix_deployment_rate,0.8,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2024-08,adapted_bugfix_deployment_rate,0.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2024-09,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2024-10,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2024-11,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2024-12,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2025-01,adapted_bugfix_deployment_rate,0.6666666666666666,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2025-02,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2025-03,adapted_bugfix_deployment_rate,0.6666666666666666,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2025-04,adapted_bugfix_deployment_rate,0.5,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2025-05,adapted_bugfix_deployment_rate,0.6666666666666666,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2025-07,adapted_bugfix_deployment_rate,0.5,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2025-08,adapted_bugfix_deployment_rate,0.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2025-09,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2025-10,adapted_bugfix_deployment_rate,0.3333333333333333,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2025-11,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
appflowy,AppFlowy,AppFlowy-IO/AppFlowy,2025-12,adapted_bugfix_deployment_rate,0.75,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
